Entity ID,Entity Name,Plant ID,Plant Name,Google Map,Bing Map,Plant State,County,Balancing Authority Code,Sector,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Planned Operation Month,Planned Operation Year,Status,Latitude,Longitude
61227,Nautilus Solar Solutions,67437,North Woods,Map,Map,NY,St Lawrence,NYIS,IPP Non-CHP,SC,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,4,2025,"(V) Under construction, more than 50 percent complete",44.617700,-75.162200
61227,Nautilus Solar Solutions,67442,Gowans,Map,Map,NY,Erie,NYIS,IPP Non-CHP,SC,,3.8,3.8,3.8,Solar Photovoltaic,SUN,PV,4,2025,"(U) Under construction, less than or equal to 50 percent complete",42.641661,-79.017300
61227,Nautilus Solar Solutions,67447,Pomham Islander,Map,Map,RI,Providence,ISNE,IPP Non-CHP,SC,,2.5,2.5,2.5,Solar Photovoltaic,SUN,PV,4,2025,"(V) Under construction, more than 50 percent complete",41.953970,-71.521530
64778,"Strata Manager, LLC",67454,Scatter Wash 1,Map,Map,AZ,Maricopa,AZPS,IPP Non-CHP,SW1,,170.0,170.0,170.0,Batteries,MWH,BA,4,2025,"(U) Under construction, less than or equal to 50 percent complete",33.712640,-112.082000
56990,NJR Clean Energy Ventures Corporation,67557,Sicklerville Landfill,Map,Map,NJ,Gloucester,PJM,IPP Non-CHP,SKLDF,,2.3,2.3,2.3,Solar Photovoltaic,SUN,PV,4,2025,"(V) Under construction, more than 50 percent complete",39.700000,-74.980000
66287,"SL Evans, LLC",67589,NY Evans 7690 SW Blvd - SL Evans Array 1,Map,Map,NY,Erie,NYIS,IPP Non-CHP,21106,,4.3,4.3,4.3,Solar Photovoltaic,SUN,PV,4,2025,"(TS) Construction complete, but not yet in commercial operation",42.680833,-78.952500
66287,"SL Evans, LLC",67590,NY Evans 7690 SW Blvd - SL Evans Array 2,Map,Map,NY,Erie,NYIS,IPP Non-CHP,21107,,4.0,4.0,4.0,Solar Photovoltaic,SUN,PV,4,2025,"(TS) Construction complete, but not yet in commercial operation",42.678611,-78.954170
66279,CHI NV Solar LLC,67591,NV - Nokomis - CHI,Map,Map,NV,Clark,NEVP,IPP Non-CHP,CHINV,,3.0,3.0,3.0,Solar Photovoltaic,SUN,PV,4,2025,"(U) Under construction, less than or equal to 50 percent complete",36.789704,-114.137500
66321,NY CDG Montgomery 1 LLC,67679,NY FONDA 182 BOSHART RD - Montgomery 1,Map,Map,NY,Montgomery,NYIS,IPP Non-CHP,21601,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,4,2025,"(U) Under construction, less than or equal to 50 percent complete",42.965485,-74.379450
65535,SunVest Solar LLC,67683,SV CSG Plato Solar 1 LLC,Map,Map,IL,Kane,PJM,IPP Non-CHP,PLATO,,4.3,4.3,4.3,Solar Photovoltaic,SUN,PV,4,2025,"(V) Under construction, more than 50 percent complete",42.039337,-88.423130
65535,SunVest Solar LLC,67687,SV CSG German Valley 1 LLC,Map,Map,IL,Stephenson,PJM,IPP Non-CHP,GEVA1,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,4,2025,"(TS) Construction complete, but not yet in commercial operation",42.215173,-89.481130
56215,"RWE Renewables Americas, LLC",67700,Peyton Creek Wind Farm II,Map,Map,TX,Matagorda,ERCO,IPP Non-CHP,WT2,,243.0,243.0,243.0,Onshore Wind Turbine,WND,WT,4,2025,"(V) Under construction, more than 50 percent complete",28.896781,-95.865180
66348,"Silver State South Storage, LLC",67734,Silver State South Storage,Map,Map,NV,Clark,CISO,IPP Non-CHP,SSSB,,200.0,200.0,200.0,Batteries,MWH,BA,4,2025,"(TS) Construction complete, but not yet in commercial operation",35.633135,-115.344200
66346,"Silver Peak Solar, LLC",67736,Silver Peak,Map,Map,NV,Clark,CISO,IPP Non-CHP,SP1,,60.0,60.0,60.0,Batteries,MWH,BA,4,2025,"(TS) Construction complete, but not yet in commercial operation",35.831084,-114.992400
66346,"Silver Peak Solar, LLC",67736,Silver Peak,Map,Map,NV,Clark,CISO,IPP Non-CHP,SP2,,109.0,109.0,109.0,Batteries,MWH,BA,4,2025,"(TS) Construction complete, but not yet in commercial operation",35.831084,-114.992400
66346,"Silver Peak Solar, LLC",67736,Silver Peak,Map,Map,NV,Clark,CISO,IPP Non-CHP,SP3,,110.0,110.0,110.0,Batteries,MWH,BA,4,2025,"(TS) Construction complete, but not yet in commercial operation",35.831084,-114.992400
66352,SMT Ironman BESS LLC,67737,SMT Ironman Battery Storage Plant,Map,Map,TX,Brazoria,ERCO,IPP Non-CHP,SMTIR,,304.0,304.0,304.0,Batteries,MWH,BA,4,2025,"(TS) Construction complete, but not yet in commercial operation",29.455660,-95.310010
66405,Mordor ES1 LLC,67828,Mordor ES1,Map,Map,CA,Inyo,CISO,IPP Non-CHP,MES1,,25.0,25.0,25.0,Batteries,MWH,BA,4,2025,"(V) Under construction, more than 50 percent complete",36.008507,-117.814100
66406,Mordor ES2 LLC,67829,Mordor ES2,Map,Map,CA,Inyo,CISO,IPP Non-CHP,MES2,,20.0,20.0,20.0,Batteries,MWH,BA,4,2025,"(V) Under construction, more than 50 percent complete",36.008800,-117.814800
66413,Ray Ranch Solar LLC,67837,Ray Ranch Solar,Map,Map,TX,Goliad,ERCO,IPP Non-CHP,RAYRS,,255.2,255.2,255.2,Solar Photovoltaic,SUN,PV,4,2025,"(TS) Construction complete, but not yet in commercial operation",28.628000,-97.724000
60025,Greenbacker Renewable Energy Corporation,67847,Moscow,Map,Map,ME,Somerset,ISNE,IPP Non-CHP,703,,58.8,58.8,58.8,Onshore Wind Turbine,WND,WT,4,2025,"(V) Under construction, more than 50 percent complete",45.146586,-69.868140
66445,"NineDot Holdings, LLC",67882,"Empire Clean Energy, LLC",Map,Map,NY,Richmond,NYIS,IPP Non-CHP,ND008,,5.0,5.0,5.0,Batteries,MWH,BA,4,2025,"(V) Under construction, more than 50 percent complete",40.555339,-74.214900
62836,Navisun LLC,67901,Oak Leaf Solar XVI,Map,Map,MA,Berkshire,ISNE,IPP Non-CHP,EARHA,,0.9,0.9,0.9,Solar Photovoltaic,SUN,PV,4,2025,"(U) Under construction, less than or equal to 50 percent complete",42.421787,-73.292500
66516,"Dans Mountain Wind Force, LLC",67962,Dans Mountain,Map,Map,MD,Allegany,PJM,IPP Non-CHP,DMTN,,54.9,54.9,54.9,Onshore Wind Turbine,WND,WT,4,2025,"(V) Under construction, more than 50 percent complete",39.994497,-78.887420
65076,"HEN Infrastructure, L.L.C.",67963,Tynan,Map,Map,TX,Bee,ERCO,IPP Non-CHP,TYNNB,,9.9,9.9,9.9,Batteries,MWH,BA,4,2025,"(TS) Construction complete, but not yet in commercial operation",29.395210,-95.040770
66529,Mompano,67980,Mompano,Map,Map,OR,Clackamas,PGE,IPP Non-CHP,MOMPO,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,4,2025,"(TS) Construction complete, but not yet in commercial operation",45.296464,-122.511400
66545,"Catalyze Breesport Road Microgrid, LLC",68003,NY Breesport 625 Breesport Rd,Map,Map,NY,Chemung,NYIS,IPP Non-CHP,18205,,3.5,3.5,3.5,Solar Photovoltaic,SUN,PV,4,2025,"(V) Under construction, more than 50 percent complete",42.173889,-76.738060
66547,Above Grid Montour Solar LLC,68008,Above Grid Montour Solar LLC,Map,Map,NY,Schuyler,NYIS,IPP Non-CHP,20435,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,4,2025,"(U) Under construction, less than or equal to 50 percent complete",42.330348,-76.832410
66548,Above Grid Binghamton Solar LLC,68010,Johnson City Solar,Map,Map,NY,Broome,NYIS,IPP Non-CHP,18878,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,4,2025,"(U) Under construction, less than or equal to 50 percent complete",42.200933,-75.978790
66549,Caballero CA Storage LLC,68012,Caballero,Map,Map,CA,San Luis Obispo,CISO,IPP Non-CHP,CAB11,,99.7,99.7,99.7,Batteries,MWH,BA,4,2025,"(TS) Construction complete, but not yet in commercial operation",35.006356,-120.453700
60059,ZGlobal Inc,68018,Merced BESS,Map,Map,CA,Merced,CISO,IPP Non-CHP,MRCDB,,3.0,3.0,3.0,Batteries,MWH,BA,4,2025,"(U) Under construction, less than or equal to 50 percent complete",36.989396,-120.877500
66561,Selkirk Solar LLC,68037,NY Selkirk S Albany RD - Hemlock Hills S,Map,Map,NY,Albany,NYIS,IPP Non-CHP,18211,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,4,2025,"(V) Under construction, more than 50 percent complete",42.548056,-73.836110
66576,Chillingham Solar LLC,68065,Chillingham Solar,Map,Map,TX,Bell,ERCO,IPP Non-CHP,CHILS,,350.0,350.0,350.0,Solar Photovoltaic,SUN,PV,4,2025,"(TS) Construction complete, but not yet in commercial operation",31.006000,-97.262000
58468,Dominion Renewable Energy,68077,North Ridge Solar,Map,Map,VA,Powhatan,PJM,IPP Non-CHP,NRIDG,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,4,2025,"(V) Under construction, more than 50 percent complete",37.535275,-77.823960
65869,Prologis Logistics Services Incorporated,68123,Bensenville Ind Park 10-SLCHI410,Map,Map,IL,DuPage,PJM,IPP Non-CHP,CH410,,1.2,1.2,1.2,Solar Photovoltaic,SUN,PV,4,2025,"(V) Under construction, more than 50 percent complete",41.984507,-87.945870
65869,Prologis Logistics Services Incorporated,68139,McCook 2-SLCHI102,Map,Map,IL,Cook,PJM,IPP Non-CHP,CH102,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,4,2025,"(V) Under construction, more than 50 percent complete",41.803083,-87.819350
65869,Prologis Logistics Services Incorporated,68144,Northlake 5-SLCHI305,Map,Map,IL,Cook,PJM,IPP Non-CHP,CH305,,2.5,2.5,2.5,Solar Photovoltaic,SUN,PV,4,2025,"(V) Under construction, more than 50 percent complete",41.929004,-87.917160
64698,"Renewable Solar, Inc",68150,Allied Potato,Map,Map,CA,Kern,CISO,Industrial Non-CHP,19073,,1.2,1.2,1.2,Solar Photovoltaic,SUN,PV,4,2025,"(TS) Construction complete, but not yet in commercial operation",35.259196,-118.881900
66776,DIVOCSG 13 LLC,68412,DIVOCSG 13,Map,Map,MN,Wabasha,MISO,IPP Non-CHP,DIV13,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,4,2025,"(TS) Construction complete, but not yet in commercial operation",44.364500,-92.027400
66820,DIVOCSG 14 LLC,68457,DIVOCSG 14 LLC,Map,Map,MN,Wabasha,MISO,IPP Non-CHP,DIV14,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,4,2025,"(TS) Construction complete, but not yet in commercial operation",44.339600,-91.997400
66863,Pixley Solar Energy LLC,68498,Pixley Solar Energy,Map,Map,KS,Barber,SWPP,IPP Non-CHP,PIXLY,,189.0,189.0,189.0,Solar Photovoltaic,SUN,PV,4,2025,"(V) Under construction, more than 50 percent complete",37.266090,-98.500190
66895,Alcosta Boulevard BR 15-AA Solar Project 2020 LLC,68524,Bishop Ranch - BR 15-AA,Map,Map,CA,Contra Costa,CISO,IPP Non-CHP,4654B,,0.5,0.5,0.5,Batteries,MWH,BA,4,2025,"(V) Under construction, more than 50 percent complete",37.775380,-121.961300
66895,Alcosta Boulevard BR 15-AA Solar Project 2020 LLC,68524,Bishop Ranch - BR 15-AA,Map,Map,CA,Contra Costa,CISO,IPP Non-CHP,4654C,,0.5,0.5,0.5,Solar Photovoltaic,SUN,PV,4,2025,"(V) Under construction, more than 50 percent complete",37.775380,-121.961300
66895,Alcosta Boulevard BR 15-AA Solar Project 2020 LLC,68524,Bishop Ranch - BR 15-AA,Map,Map,CA,Contra Costa,CISO,IPP Non-CHP,4654R,,0.2,0.2,0.2,Solar Photovoltaic,SUN,PV,4,2025,"(V) Under construction, more than 50 percent complete",37.775380,-121.961300
66913,MN CSG 2019-77 LLC,68535,MN CSG 2019-77,Map,Map,MN,Dakota,MISO,IPP Non-CHP,DEVNY,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,4,2025,"(V) Under construction, more than 50 percent complete",44.473500,-93.218700
66925,"NY Thompson III, LLC",68552,Old Route 17,Map,Map,NY,Sullivan,NYIS,IPP Non-CHP,PV1,,4.0,4.0,4.0,Solar Photovoltaic,SUN,PV,4,2025,"(TS) Construction complete, but not yet in commercial operation",41.738414,-74.733870
66264,AETS OpCo Holdings LLC,68589,"Community Solar Utica 1, LLC",Map,Map,CA,Kings,CISO,IPP Non-CHP,UTICA,,3.0,3.0,3.0,Solar Photovoltaic,SUN,PV,4,2025,"(TS) Construction complete, but not yet in commercial operation",35.934220,-119.861900
17633,Southern Indiana Gas & Elec Co,6137,A B Brown,Map,Map,IN,Posey,MISO,Electric Utility,6,,248.3,226.5,248.3,Natural Gas Fired Combustion Turbine,NG,GT,5,2025,"(V) Under construction, more than 50 percent complete",37.905300,-87.715000
17633,Southern Indiana Gas & Elec Co,6137,A B Brown,Map,Map,IN,Posey,MISO,Electric Utility,7,,248.3,226.5,248.3,Natural Gas Fired Combustion Turbine,NG,GT,5,2025,"(V) Under construction, more than 50 percent complete",37.905300,-87.715000
2719,CalWind Resources Inc,54909,Tehachapi Wind Resource II,Map,Map,CA,Kern,CISO,IPP Non-CHP,PLAN,,15.5,15.5,15.5,Onshore Wind Turbine,WND,WT,5,2025,"(U) Under construction, less than or equal to 50 percent complete",35.106100,-118.311400
63421,"Biggs Ford Solar Center, LLC",61321,Biggs Ford Solar Center,Map,Map,MD,Frederick,PJM,IPP Non-CHP,BFSC,,15.0,15.0,15.0,Solar Photovoltaic,SUN,PV,5,2025,"(V) Under construction, more than 50 percent complete",39.482900,-77.375700
56201,Engie North America,61803,"Sierra Energy Storage, LLC",Map,Map,CA,Tuolumne,CISO,IPP Non-CHP,10003,,10.0,10.0,10.0,Batteries,MWH,BA,5,2025,"(TS) Construction complete, but not yet in commercial operation",37.874400,-120.477400
61944,MN8 Energy LLC,62797,Bluebird Solar LLC,Map,Map,KY,Harrison,LGEE,IPP Non-CHP,BBIRD,,80.0,80.0,80.0,Solar Photovoltaic,SUN,PV,5,2025,"(U) Under construction, less than or equal to 50 percent complete",38.299894,-84.383490
62733,Cranberry Point Energy Storage LLC,62844,Cranberry Point Energy Storage,Map,Map,MA,Plymouth,ISNE,IPP Non-CHP,NA,,150.0,150.0,150.0,Batteries,MWH,BA,5,2025,"(U) Under construction, less than or equal to 50 percent complete",41.896717,-70.787080
63243,"Solar Carver 3, LLC",63506,Solar Carver 3 Hybrid,Map,Map,MA,Plymouth,ISNE,IPP Non-CHP,BCRV3,,1.0,1.0,1.0,Batteries,MWH,BA,5,2025,"(V) Under construction, more than 50 percent complete",41.842060,-70.769900
63243,"Solar Carver 3, LLC",63506,Solar Carver 3 Hybrid,Map,Map,MA,Plymouth,ISNE,IPP Non-CHP,SCRV3,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,5,2025,"(V) Under construction, more than 50 percent complete",41.842060,-70.769900
15399,Avangrid Power LLC,63507,Bakeoven Solar,Map,Map,OR,Wasco,AVRN,IPP Non-CHP,BOS1,,60.0,60.0,60.0,Solar Photovoltaic,SUN,PV,5,2025,"(V) Under construction, more than 50 percent complete",45.131793,-120.880700
63257,"Solar Carver 1, LLC",63541,Solar Carver 1 Hybrid,Map,Map,MA,Plymouth,ISNE,IPP Non-CHP,BCRV1,,2.0,2.0,2.0,Batteries,MWH,BA,5,2025,"(V) Under construction, more than 50 percent complete",41.824474,-70.752920
63257,"Solar Carver 1, LLC",63541,Solar Carver 1 Hybrid,Map,Map,MA,Plymouth,ISNE,IPP Non-CHP,SCRV1,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,5,2025,"(V) Under construction, more than 50 percent complete",41.824474,-70.752920
64244,"Big Rock ESS Assets, LLC",64636,Big Rock Solar Farm,Map,Map,CA,Imperial,CISO,IPP Non-CHP,92JTB,,200.0,200.0,200.0,Batteries,MWH,BA,5,2025,"(V) Under construction, more than 50 percent complete",32.733421,-115.713700
64967,Contour Global,64745,Black Hollow Sun,Map,Map,CO,Weld,WACM,IPP Non-CHP,BHS01,,150.0,150.0,150.0,Solar Photovoltaic,SUN,PV,5,2025,"(V) Under construction, more than 50 percent complete",40.616742,-104.848900
64377,"Novel Blilie Solar, LLC",64865,Novel Blilie Solar LLC,Map,Map,MN,Wilkin,MISO,IPP Non-CHP,BLILE,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,5,2025,"(U) Under construction, less than or equal to 50 percent complete",46.630077,-96.758110
64433,Novel Bo Hu 1 Solar LLC,65006,Novel Bo Hu 1 Solar LLC,Map,Map,MN,Rice,MISO,IPP Non-CHP,BOHU1,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,5,2025,"(V) Under construction, more than 50 percent complete",44.415520,-93.154420
15500,Puget Sound Energy Inc,65019,Beaver Creek Wind Facility,Map,Map,MT,Stillwater,NWMT,IPP Non-CHP,BCW2,,62.0,16.8,24.2,Onshore Wind Turbine,WND,WT,5,2025,"(U) Under construction, less than or equal to 50 percent complete",45.956000,-109.497000
15500,Puget Sound Energy Inc,65019,Beaver Creek Wind Facility,Map,Map,MT,Stillwater,NWMT,IPP Non-CHP,BCW3,,62.0,16.8,24.2,Onshore Wind Turbine,WND,WT,5,2025,"(U) Under construction, less than or equal to 50 percent complete",45.956000,-109.497000
57313,Tesla Inc.,65072,Fremont CA AutoFactory,Map,Map,CA,Alameda,CISO,Industrial Non-CHP,GA3,,1.5,1.5,1.5,Solar Photovoltaic,SUN,PV,5,2025,"(U) Under construction, less than or equal to 50 percent complete",37.492540,-121.944600
57313,Tesla Inc.,65072,Fremont CA AutoFactory,Map,Map,CA,Alameda,CISO,Industrial Non-CHP,GVSRS,,0.5,0.5,0.5,Solar Photovoltaic,SUN,PV,5,2025,"(V) Under construction, more than 50 percent complete",37.492540,-121.944600
57313,Tesla Inc.,65072,Fremont CA AutoFactory,Map,Map,CA,Alameda,CISO,Industrial Non-CHP,STAMP,,1.4,1.4,1.4,Solar Photovoltaic,SUN,PV,5,2025,"(U) Under construction, less than or equal to 50 percent complete",37.492540,-121.944600
57313,Tesla Inc.,65072,Fremont CA AutoFactory,Map,Map,CA,Alameda,CISO,Industrial Non-CHP,VSRS,,0.4,0.4,0.4,Solar Photovoltaic,SUN,PV,5,2025,"(TS) Construction complete, but not yet in commercial operation",37.492540,-121.944600
61514,"Agilitas Energy, Inc.",65239,"AE-ESS NWS 1, LLC",Map,Map,NY,Queens,NYIS,IPP Non-CHP,NWS,,5.0,4.9,4.9,Batteries,MWH,BA,5,2025,"(U) Under construction, less than or equal to 50 percent complete",40.740410,-73.951070
64738,"Hummingbird Energy Storage, LLC",65395,Hummingbird Energy Storage LLC,Map,Map,CA,Santa Clara,CISO,IPP Non-CHP,HUMB1,,75.0,75.0,75.0,Batteries,MWH,BA,5,2025,"(V) Under construction, more than 50 percent complete",37.239218,-121.779300
56201,Engie North America,65588,Antlia,Map,Map,TX,Val Verde,ERCO,IPP Non-CHP,ANTLA,,70.0,70.0,70.0,Batteries,MWH,BA,5,2025,"(U) Under construction, less than or equal to 50 percent complete",29.806021,-100.804500
56201,Engie North America,65589,Carina,Map,Map,TX,Nueces,ERCO,IPP Non-CHP,CARNA,,150.0,150.0,150.0,Batteries,MWH,BA,5,2025,"(U) Under construction, less than or equal to 50 percent complete",27.819220,-97.535460
66217,Copia Power,65655,"Chiquito Grid, LLC",Map,Map,CA,Riverside,CISO,IPP Non-CHP,HECHQ,,80.0,80.0,80.0,Batteries,MWH,BA,5,2025,"(V) Under construction, more than 50 percent complete",33.585490,-117.254500
64935,"Ortega Grid, LLC",65656,"Ortega Grid, LLC",Map,Map,CA,Riverside,CISO,IPP Non-CHP,HEORG,,20.0,20.0,20.0,Batteries,MWH,BA,5,2025,"(V) Under construction, more than 50 percent complete",33.683540,-117.328400
64936,"San Jacinto Grid, LLC",65657,"San Jacinto Grid, LLC",Map,Map,CA,Riverside,CISO,IPP Non-CHP,HESJG,,65.0,65.0,65.0,Batteries,MWH,BA,5,2025,"(V) Under construction, more than 50 percent complete",33.922950,-116.873500
65071,"SloughHouse Solar, LLC",65807,"SloughHouse Solar, LLC",Map,Map,CA,Sacramento,BANC,IPP Non-CHP,SHS,,50.0,50.0,50.0,Solar Photovoltaic,SUN,PV,5,2025,"(V) Under construction, more than 50 percent complete",38.467619,-121.184500
65076,"HEN Infrastructure, L.L.C.",65832,Olney,Map,Map,TX,Young,ERCO,IPP Non-CHP,OLNYD,,9.9,9.9,9.9,Petroleum Liquids,DFO,IC,5,2025,"(V) Under construction, more than 50 percent complete",33.371086,-98.720470
65087,"SMS DC CS01B, LLC",65896,Gallaudet Uni Community Solar,Map,Map,DC,District of Columbia,PJM,IPP Non-CHP,GUCS1,,2.6,2.6,2.6,Solar Photovoltaic,SUN,PV,5,2025,"(V) Under construction, more than 50 percent complete",38.907240,-76.993720
65114,"Rocking R Solar, LLC",65941,"Rocking R Solar, LLC",Map,Map,LA,Caddo,SWPP,IPP Non-CHP,RRS,,72.5,72.5,72.5,Solar Photovoltaic,SUN,PV,5,2025,"(V) Under construction, more than 50 percent complete",32.883965,-93.883300
20847,Wisconsin Electric Power Co,65967,Paris Solar,Map,Map,WI,Racine,MISO,Electric Utility,PSLR2,,100.0,100.0,100.0,Batteries,MWH,BA,5,2025,"(V) Under construction, more than 50 percent complete",42.662069,-88.015530
64994,SolRiver Capital LLC,66352,Longleaf Pine Solar LLC,Map,Map,NC,Davie,DUK,IPP Non-CHP,PV1,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,5,2025,"(U) Under construction, less than or equal to 50 percent complete",35.979640,-80.457670
64994,SolRiver Capital LLC,66356,Williams Solar LLC,Map,Map,NC,Johnston,DUK,IPP Non-CHP,PV1,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,5,2025,"(U) Under construction, less than or equal to 50 percent complete",35.279170,-78.370400
66064,"Bexar ESS, LLC",66400,Bexar ESS,Map,Map,TX,Bexar,ERCO,IPP Non-CHP,OCBEX,,100.0,100.0,100.0,Batteries,MWH,BA,5,2025,"(V) Under construction, more than 50 percent complete",29.271000,-98.456000
65451,Grizzly Ridge Solar LLC,66410,Grizzly Ridge Solar,Map,Map,TX,Hamilton,ERCO,IPP Non-CHP,596,,10.0,10.0,10.0,Batteries,MWH,BA,5,2025,"(TS) Construction complete, but not yet in commercial operation",31.738177,-98.213740
65569,Afton Solar LLC,66521,Afton Solar,Map,Map,NY,Chenango,NYIS,IPP Non-CHP,18808,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,5,2025,"(V) Under construction, more than 50 percent complete",42.242298,-75.533640
65601,Wheatridge East Wind LLC,66560,Wheatridge East Wind,Map,Map,OR,Morrow,BPAT,IPP Non-CHP,WREW,,200.0,200.0,200.0,Onshore Wind Turbine,WND,WT,5,2025,"(U) Under construction, less than or equal to 50 percent complete",45.542649,-119.382200
65759,Ash Creek,66774,Ash Creek Solar,Map,Map,TX,Hill,ERCO,IPP Non-CHP,78663,,408.9,408.9,408.9,Solar Photovoltaic,SUN,PV,5,2025,"(TS) Construction complete, but not yet in commercial operation",31.900806,-97.033730
65751,RE Papago LLC,66779,Papago Energy Storage,Map,Map,AZ,Maricopa,AZPS,IPP Non-CHP,PPABA,,300.0,300.0,300.0,Batteries,MWH,BA,5,2025,"(V) Under construction, more than 50 percent complete",33.483550,-113.037800
17633,Southern Indiana Gas & Elec Co,66780,Posey Solar,Map,Map,IN,Posey,MISO,Electric Utility,1,,191.0,173.1,124.9,Solar Photovoltaic,SUN,PV,5,2025,"(TS) Construction complete, but not yet in commercial operation",37.926667,-87.728890
65806,Elk Street Solar LLC,66886,Elk Street Solar,Map,Map,NY,Erie,NYIS,IPP Non-CHP,ES,,2.4,2.4,2.4,Solar Photovoltaic,SUN,PV,5,2025,"(V) Under construction, more than 50 percent complete",42.850000,-78.850000
65823,"Myrtle Solar, LLC",66910,"Myrtle Solar, LLC",Map,Map,TX,Brazoria,ERCO,IPP Non-CHP,MYR,,313.0,313.0,313.0,Solar Photovoltaic,SUN,PV,5,2025,"(TS) Construction complete, but not yet in commercial operation",29.228486,-95.427440
65831,"Danish Fields Solar, LLC",66914,"Danish Fields Solar, LLC",Map,Map,TX,Wharton,ERCO,IPP Non-CHP,DAN,,600.0,600.0,600.0,Solar Photovoltaic,SUN,PV,5,2025,"(TS) Construction complete, but not yet in commercial operation",29.013637,-96.220540
65832,"Cottonwood Bayou Solar, LLC",66915,Cottonwood Bayou Solar,Map,Map,TX,Brazoria,ERCO,IPP Non-CHP,CTW,,350.0,350.0,350.0,Solar Photovoltaic,SUN,PV,5,2025,"(TS) Construction complete, but not yet in commercial operation",29.263123,-95.258000
65833,"Danish Fields Storage, LLC",66916,Danish Fields Storage,Map,Map,TX,Wharton,ERCO,IPP Non-CHP,DANST,,150.0,150.0,150.0,Batteries,MWH,BA,5,2025,"(TS) Construction complete, but not yet in commercial operation",29.013637,-96.220540
65920,Kindle Energy LLC,67005,Magnolia Power,Map,Map,LA,Iberville,MISO,IPP Non-CHP,MAGU1,,722.9,678.7,708.2,Natural Gas Fired Combined Cycle,NG,CS,5,2025,"(V) Under construction, more than 50 percent complete",30.252559,-91.164440
65931,"Cardinal Solar, LLC",67007,"Cardinal Solar, LLC",Map,Map,PA,Venango,PJM,IPP Non-CHP,CARD,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,5,2025,"(U) Under construction, less than or equal to 50 percent complete",41.340020,-79.723720
65985,"EF NY CDG 010, LLC",67136,NY Attica 264 Maplewood Rd,Map,Map,NY,Wyoming,NYIS,IPP Non-CHP,20496,,3.6,3.6,3.6,Solar Photovoltaic,SUN,PV,5,2025,"(V) Under construction, more than 50 percent complete",42.866000,-78.257000
66120,McCormick NY CSG LLC,67248,McCormick NY CSG LLC,Map,Map,NY,Allegany,NYIS,IPP Non-CHP,MCCOR,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,5,2025,"(TS) Construction complete, but not yet in commercial operation",42.153000,-77.806000
60025,Greenbacker Renewable Energy Corporation,67255,Tully 1,Map,Map,IL,Grundy,MISO,IPP Non-CHP,814,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,5,2025,"(V) Under construction, more than 50 percent complete",41.303020,-88.507090
61227,Nautilus Solar Solutions,67391,KE73,Map,Map,DE,Kent,PJM,IPP Non-CHP,SC,,4.0,4.0,4.0,Solar Photovoltaic,SUN,PV,5,2025,"(U) Under construction, less than or equal to 50 percent complete",39.234800,-75.562840
64904,AES Clean Energy,67413,Geer Road Solar 3,Map,Map,NY,Washington,NYIS,IPP Non-CHP,GEER3,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,5,2025,"(V) Under construction, more than 50 percent complete",43.354000,-73.571000
64778,"Strata Manager, LLC",67455,Scatter Wash 2,Map,Map,AZ,Maricopa,AZPS,IPP Non-CHP,SW2,,85.0,85.0,85.0,Batteries,MWH,BA,5,2025,"(U) Under construction, less than or equal to 50 percent complete",33.712234,-112.082000
66217,Copia Power,67474,Harquahala 2,Map,Map,AZ,Maricopa,AZPS,IPP Non-CHP,BESS1,,150.0,150.0,150.0,Batteries,MWH,BA,5,2025,"(U) Under construction, less than or equal to 50 percent complete",33.460000,-113.110000
66217,Copia Power,67474,Harquahala 2,Map,Map,AZ,Maricopa,AZPS,IPP Non-CHP,PV1,,150.0,150.0,150.0,Solar Photovoltaic,SUN,PV,5,2025,"(U) Under construction, less than or equal to 50 percent complete",33.460000,-113.110000
